Desktop\track1data\IMG\center_2019_04_02_19_25_33_671.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_33_671.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_33_671.jpg,0,0,0,1.058134E-05
Desktop\track1data\IMG\center_2019_04_02_19_25_33_743.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_33_743.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_33_743.jpg,0,0,0,7.360589E-06
Desktop\track1data\IMG\center_2019_04_02_19_25_33_816.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_33_816.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_33_816.jpg,0,0,0,3.474659E-06
Desktop\track1data\IMG\center_2019_04_02_19_25_33_887.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_33_887.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_33_887.jpg,0,0.04801569,0,0.002266764
Desktop\track1data\IMG\center_2019_04_02_19_25_33_959.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_33_959.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_33_959.jpg,0,0.2812031,0,0.1755894
Desktop\track1data\IMG\center_2019_04_02_19_25_34_029.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_029.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_029.jpg,0,0.09123588,0,0.2877277
Desktop\track1data\IMG\center_2019_04_02_19_25_34_101.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_101.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_101.jpg,0,0.129511,0,0.38219
Desktop\track1data\IMG\center_2019_04_02_19_25_34_171.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_171.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_171.jpg,0,0.3210476,0,0.5277091
Desktop\track1data\IMG\center_2019_04_02_19_25_34_243.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_243.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_243.jpg,0,0.2132523,0,0.8138309
Desktop\track1data\IMG\center_2019_04_02_19_25_34_313.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_313.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_313.jpg,0,0.3403053,0,1.020443
Desktop\track1data\IMG\center_2019_04_02_19_25_34_387.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_387.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_387.jpg,0,0.5806811,0,1.459831
Desktop\track1data\IMG\center_2019_04_02_19_25_34_460.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_460.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_460.jpg,0,0.8143294,0,2.145293
Desktop\track1data\IMG\center_2019_04_02_19_25_34_530.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_530.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_530.jpg,0,1,0,2.820537
Desktop\track1data\IMG\center_2019_04_02_19_25_34_603.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_603.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_603.jpg,0,0.8481364,0,3.706357
Desktop\track1data\IMG\center_2019_04_02_19_25_34_671.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_671.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_671.jpg,0,0.6826367,0,4.227759
Desktop\track1data\IMG\center_2019_04_02_19_25_34_744.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_744.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_744.jpg,0,0.4251831,0,4.708716
Desktop\track1data\IMG\center_2019_04_02_19_25_34_814.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_814.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_814.jpg,0,0.2996275,0,4.929266
Desktop\track1data\IMG\center_2019_04_02_19_25_34_883.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_883.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_883.jpg,0,0.5511989,0,5.322563
Desktop\track1data\IMG\center_2019_04_02_19_25_34_953.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_34_953.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_34_953.jpg,0,0.598699,0,5.741044
Desktop\track1data\IMG\center_2019_04_02_19_25_35_023.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_35_023.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_35_023.jpg,0,0.3469341,0,6.136401
Desktop\track1data\IMG\center_2019_04_02_19_25_35_092.jpg,Desktop\track1data\IMG\left_2019_04_02_19_25_35_092.jpg,Desktop\track1data\IMG\right_2019_04_02_19_25_35_092.jpg,-0.15,0.162716,0,6.269065
